fold,n_train,n_val,n_owners_train,n_owners_val,r2_train,r2_val,mae_val,no_overlap
1,414,79,280,70,0.5786948546077355,0.31762690474407174,0.265137245370408,True
2,414,79,280,70,0.5445963799831577,0.5722239467384156,0.23746486546761722,True
3,414,79,280,70,0.5141151133381918,0.6282632154660703,0.2765089171891868,True
4,313,180,280,70,0.5406229756967029,0.5440751661358373,0.2045697239091136,True
5,417,76,280,70,0.628936078115265,0.20526789206833007,0.3154895958416503,True
