airbnb_listing_id,n_dates,coverage
1131810056799937593,81,0.7714285714285715
1137698308528017474,53,0.5047619047619047
1139831117529014384,82,0.780952380952381
1147824179020677628,49,0.4666666666666667
1153493820067017135,57,0.5428571428571428
1153552657765472365,35,0.3333333333333333
1161796266594364332,31,0.29523809523809524
1161927707286622818,38,0.3619047619047619
1163772289534164479,68,0.6476190476190476
1171049670344322120,61,0.580952380952381
1173260792743932663,36,0.34285714285714286
1174263938200349649,89,0.8476190476190476
1179103047052148475,47,0.44761904761904764
1181723518413479765,86,0.819047619047619
1181933658424522281,77,0.7333333333333333
1181944920258781413,87,0.8285714285714286
1181971107577983158,81,0.7714285714285715
1182018398755268829,73,0.6952380952380952
1182028381058524086,70,0.6666666666666666
1182040498646675653,66,0.6285714285714286
1182043782165637473,75,0.7142857142857143
1182070530301053205,76,0.7238095238095238
1182188163181410725,82,0.780952380952381
1183418487997408853,63,0.6
1184078920130796920,70,0.6666666666666666
1184152596221501552,81,0.7714285714285715
1187061700423806804,75,0.7142857142857143
1187558666042801587,71,0.6761904761904762
1187772975255244525,67,0.638095238095238
1188323084225041810,73,0.6952380952380952
1188339469325210376,73,0.6952380952380952
1188476386889166335,79,0.7523809523809524
1189331897618015345,86,0.819047619047619
1191261348067720296,67,0.638095238095238
1191386301072209798,73,0.6952380952380952
1192836728602105901,77,0.7333333333333333
1193347652334673191,66,0.6285714285714286
1193414131980072087,66,0.6285714285714286
1193496259129259761,86,0.819047619047619
1193657356522503551,70,0.6666666666666666
1195858349379362032,65,0.6190476190476191
1197121947398131654,73,0.6952380952380952
1197195878719681680,76,0.7238095238095238
1198703061430420363,40,0.38095238095238093
1199996219082185363,65,0.6190476190476191
1203075817950465589,72,0.6857142857142857
1203140233522044896,88,0.8380952380952381
1207335703563012811,82,0.780952380952381
1207338410880339003,86,0.819047619047619
1207383031689344642,76,0.7238095238095238
1207864392976162235,98,0.9333333333333333
1207881809440158991,92,0.8761904761904762
1207940918769840398,77,0.7333333333333333
1207992119242235910,89,0.8476190476190476
1208704132667695539,95,0.9047619047619048
1208718899534488031,90,0.8571428571428571
1208735754877396448,83,0.7904761904761904
1208746927423730353,79,0.7523809523809524
1208757710030861160,87,0.8285714285714286
1208757855935244741,82,0.780952380952381
1209010210831577821,77,0.7333333333333333
1213824251801309412,72,0.6857142857142857
1214464056304542513,87,0.8285714285714286
1216602433904805187,85,0.8095238095238095
1218889785346856352,30,0.2857142857142857
1219597802580113056,78,0.7428571428571429
1219655958873769070,84,0.8
1226846054624436877,93,0.8857142857142857
1226856286781952840,86,0.819047619047619
1229942592150628971,25,0.23809523809523808
1233370107101543516,60,0.5714285714285714
1233973103621276698,69,0.6571428571428571
1233994658216308874,61,0.580952380952381
1234084273027568746,60,0.5714285714285714
1236367599770739400,59,0.5619047619047619
1238321506456103932,76,0.7238095238095238
1242002119123644781,90,0.8571428571428571
1242713378625026725,83,0.7904761904761904
1247028916537033972,75,0.7142857142857143
1248514191377483703,87,0.8285714285714286
1248685472424986601,38,0.3619047619047619
1249371220066552412,69,0.6571428571428571
1249385754807434824,78,0.7428571428571429
1249919049392818339,91,0.8666666666666667
1254384361135492137,86,0.819047619047619
1254489827996538747,74,0.7047619047619048
1257312272803306995,82,0.780952380952381
1259534245145609058,60,0.5714285714285714
1260073533686146608,76,0.7238095238095238
1262982199583014782,83,0.7904761904761904
1263128865886946817,93,0.8857142857142857
1264729892004302735,35,0.3333333333333333
1265161823691467042,82,0.780952380952381
1265295313956605287,79,0.7523809523809524
1265370363028714118,84,0.8
1266717192483343855,62,0.5904761904761905
1267332355220608617,69,0.6571428571428571
1268755217310742256,37,0.3523809523809524
1268889705366032062,65,0.6190476190476191
1269623861253689862,65,0.6190476190476191
1269636598524749154,76,0.7238095238095238
1271171762063321920,56,0.5333333333333333
1272260793182499350,45,0.42857142857142855
1272537775161574422,56,0.5333333333333333
1274055523929375490,91,0.8666666666666667
1274533646308060247,86,0.819047619047619
1274679812745645557,88,0.8380952380952381
1276789839775235217,43,0.4095238095238095
1277103969415516416,54,0.5142857142857142
1277671971539993475,30,0.2857142857142857
1280559161534348023,86,0.819047619047619
1282577030741754149,72,0.6857142857142857
1282585098065467787,65,0.6190476190476191
1283982403734255309,67,0.638095238095238
1284110666632259028,77,0.7333333333333333
1285538056394050628,97,0.9238095238095239
1292815457899461748,72,0.6857142857142857
1297930390704189766,85,0.8095238095238095
1297930815921503919,76,0.7238095238095238
1303745304497797235,85,0.8095238095238095
1304403734260231676,101,0.9619047619047619
1304433283397417052,66,0.6285714285714286
1307990676918354925,87,0.8285714285714286
1311575286815584867,82,0.780952380952381
1312949509621922876,86,0.819047619047619
1313064371372817918,98,0.9333333333333333
1315954985293478319,102,0.9714285714285714
1317427472349939673,91,0.8666666666666667
1318315111310867765,81,0.7714285714285715
1320994692912931266,99,0.9428571428571428
1320995339425720277,87,0.8285714285714286
1321022086036905023,91,0.8666666666666667
1321134786322096510,88,0.8380952380952381
1329787295308110610,71,0.6761904761904762
