airbnb_listing_id,n_dates,coverage
40400432,64,0.6095238095238096
40449599,72,0.6857142857142857
40532740,40,0.38095238095238093
40560834,90,0.8571428571428571
40576710,59,0.5619047619047619
40777141,9,0.08571428571428572
40794806,52,0.49523809523809526
40892344,60,0.5714285714285714
40899047,37,0.3523809523809524
40910065,88,0.8380952380952381
40960741,75,0.7142857142857143
40971559,34,0.3238095238095238
41141790,39,0.37142857142857144
41147466,45,0.42857142857142855
41193865,74,0.7047619047619048
41227471,81,0.7714285714285715
41260111,85,0.8095238095238095
41270247,27,0.2571428571428571
41285546,91,0.8666666666666667
41404141,68,0.6476190476190476
41473656,23,0.21904761904761905
41478160,29,0.2761904761904762
41493620,98,0.9333333333333333
41532894,61,0.580952380952381
41533462,71,0.6761904761904762
41590719,73,0.6952380952380952
41634696,84,0.8
41664387,45,0.42857142857142855
41676390,90,0.8571428571428571
41682475,43,0.4095238095238095
41686810,59,0.5619047619047619
41702158,46,0.4380952380952381
41761142,43,0.4095238095238095
41762297,96,0.9142857142857143
41769298,71,0.6761904761904762
41786765,13,0.12380952380952381
41883230,53,0.5047619047619047
41888100,78,0.7428571428571429
42003334,65,0.6190476190476191
42013117,26,0.24761904761904763
42138941,69,0.6571428571428571
42180312,60,0.5714285714285714
42270655,74,0.7047619047619048
42335961,85,0.8095238095238095
42362925,70,0.6666666666666666
42515348,32,0.3047619047619048
42588365,43,0.4095238095238095
42625075,61,0.580952380952381
42704327,84,0.8
42709234,97,0.9238095238095239
42735835,11,0.10476190476190476
42788291,54,0.5142857142857142
42841323,23,0.21904761904761905
43300431,88,0.8380952380952381
43379132,26,0.24761904761904763
43499385,69,0.6571428571428571
43712530,21,0.2
43754654,87,0.8285714285714286
44075219,14,0.13333333333333333
44153810,48,0.45714285714285713
44192417,39,0.37142857142857144
44369632,12,0.11428571428571428
44425260,66,0.6285714285714286
44890294,2,0.01904761904761905
44895797,13,0.12380952380952381
45002455,26,0.24761904761904763
45184991,62,0.5904761904761905
45350304,79,0.7523809523809524
45382246,38,0.3619047619047619
45480718,12,0.11428571428571428
45512442,61,0.580952380952381
45513430,89,0.8476190476190476
45531969,53,0.5047619047619047
45621607,71,0.6761904761904762
45687710,79,0.7523809523809524
45711835,13,0.12380952380952381
45726200,45,0.42857142857142855
45768161,83,0.7904761904761904
45780750,12,0.11428571428571428
45803876,78,0.7428571428571429
45822839,78,0.7428571428571429
45889892,60,0.5714285714285714
45911573,35,0.3333333333333333
45911990,26,0.24761904761904763
45923984,28,0.26666666666666666
45973790,101,0.9619047619047619
46011731,21,0.2
46036384,58,0.5523809523809524
46048925,91,0.8666666666666667
